rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness
2001,3,10.0,7.9,0.68
2331,0,10.3,6.14,0.67
2188,2,18.1,8.82,0.92
2738,1,3.6,8.86,0.65
2163,1,8.0,7.24,0.62
1819,3,5.5,8.26,0.45
1267,6,8.1,10.33,0.63
2367,3,5.6,9.82,0.55
748,5,21.2,7.45,0.83
2574,1,3.9,8.77,0.67
1603,3,13.4,8.16,0.66
1226,3,16.5,9.18,0.69
1030,2,8.8,9.79,0.69
2272,2,17.9,7.84,0.69
1789,1,8.0,7.46,0.69
2912,3,13.2,7.73,0.66
915,2,11.4,7.69,0.75
1395,4,4.0,8.75,0.37
1735,3,16.1,6.62,0.84
1273,2,14.2,6.54,0.84
1804,2,3.7,7.46,0.91
2023,1,6.0,7.46,0.81
2139,2,16.9,6.46,0.56
2854,4,10.5,9.16,0.66
887,3,20.0,8.92,0.71
2036,0,16.1,7.67,0.58
1347,0,4.1,6.35,0.8
2101,4,12.6,8.42,0.6
2101,4,5.5,9.16,0.76
1109,1,5.6,8.6,0.77
1169,2,1.5,7.77,0.59
2158,6,7.7,9.0,0.57
1816,1,8.3,7.24,0.74
1646,2,11.6,5.84,0.81
2260,1,9.2,9.08,0.84
2312,4,6.7,8.03,0.52
1429,1,16.5,7.02,0.86
1203,5,15.6,10.34,0.9
916,0,5.1,5.06,0.75
1823,2,7.8,6.96,0.4
803,2,11.9,4.98,0.54
1869,3,22.9,8.2,0.7
2651,2,15.6,8.2,0.86
1552,5,13.6,9.16,0.65
1424,3,12.0,10.48,0.71
3198,3,18.4,8.95,0.69
2856,3,17.0,9.54,0.5
1264,1,11.1,6.14,0.77
1897,4,6.9,9.61,0.51
2030,6,15.7,8.9,0.79
1942,2,15.5,10.5,0.65
3070,4,15.7,10.86,0.73
1861,1,9.1,7.02,0.64
1966,4,12.0,9.17,0.65
2282,5,18.2,8.63,0.72
2632,4,12.2,6.81,0.8
2455,2,4.1,6.53,0.58
2176,2,4.5,8.3,0.7
708,0,1.9,4.76,0.82
1458,2,7.8,9.0,0.61
2373,0,17.5,7.47,0.94
1975,1,9.0,7.05,0.63
2378,4,16.8,9.28,0.64
3121,3,9.3,7.86,0.65
976,4,6.8,7.71,0.79
2596,0,13.3,8.28,0.97
1568,5,5.8,8.24,0.42
2454,4,9.9,10.85,0.69
1771,1,3.1,5.76,0.65
3288,4,6.6,7.78,0.92
1891,1,15.6,7.84,0.8
1351,2,7.8,6.5,0.65
2093,1,11.4,8.24,0.72
2026,4,15.5,9.25,0.82
2596,4,14.2,8.68,0.74
2113,2,8.3,7.37,0.51
3532,0,0.0,4.24,0.78
1730,2,7.8,8.07,0.72
1377,2,11.9,8.93,0.64
1859,3,3.6,6.55,0.68
1961,3,0.0,10.14,0.82
1996,3,16.9,9.13,0.6
1847,3,12.1,11.6,0.81
1373,3,11.9,5.87,0.6
1182,2,11.6,7.67,0.69
1537,4,12.3,9.12,0.78
2599,2,15.9,8.94,0.69
2749,5,10.7,8.31,0.7
1746,0,6.0,6.44,0.66
1140,2,16.1,5.87,0.31
1743,3,3.5,6.38,0.77
2499,6,23.6,10.6,0.34
2185,4,11.9,9.16,0.79
2473,4,6.4,9.86,0.65
2878,5,7.5,7.45,0.57
992,0,10.9,8.52,0.76
1525,2,6.8,8.18,0.78
1429,3,17.4,8.29,0.56
2210,0,5.0,7.03,0.6
1912,3,10.4,7.29,0.52
2329,1,3.5,8.11,0.86
1445,2,13.8,6.14,0.37
2760,1,9.4,8.38,0.76
1751,1,14.3,8.79,0.56
2286,3,3.8,8.18,0.79
2636,0,3.1,7.02,0.64
2580,3,11.1,5.77,0.47
2052,3,10.7,8.89,0.25
2373,2,15.3,5.98,0.83
3019,4,10.5,10.12,0.35
2159,2,11.4,8.3,0.74
1289,2,9.1,8.03,0.7
2208,3,13.3,9.05,0.43
1773,1,6.0,7.84,0.93
500,2,9.8,7.5,0.36
2123,5,21.6,8.46,0.81
1881,3,15.9,8.96,0.67
2609,3,16.9,9.56,0.63
1274,2,4.8,8.26,0.57
746,1,13.6,6.43,0.56
1918,5,22.0,9.83,0.33
2066,1,4.2,6.79,0.72
1865,0,6.9,7.85,0.69
1814,0,5.0,5.53,0.82
1051,0,8.7,6.13,0.79
1702,2,11.7,7.95,0.83
1556,1,8.0,8.16,0.75
2550,1,9.0,10.24,0.86
2065,0,7.5,8.6,0.84
1605,4,23.8,8.07,0.77
3006,3,9.3,8.56,0.47
1611,2,24.8,9.14,0.74
2190,1,11.6,7.63,0.45
1683,4,13.4,9.64,0.64
2941,3,20.1,9.23,0.63
1860,2,14.1,8.57,0.58
1881,2,13.2,9.62,0.62
1702,0,2.9,7.83,0.58
1937,2,8.0,8.22,0.84
2639,3,7.1,7.97,0.67
2392,1,1.5,5.87,0.97
1819,0,8.5,7.54,0.79
2990,4,18.8,10.34,0.64
2411,3,10.8,8.08,0.5
1493,2,9.3,8.38,0.62
833,5,11.4,10.03,0.35
1509,3,3.3,6.25,0.66
2218,3,10.4,6.37,0.69
2751,2,17.7,9.53,0.62
1033,7,8.6,8.19,0.27
1492,3,2.0,6.55,0.6
975,2,6.5,6.82,0.72
862,1,9.8,8.16,0.86
1360,4,22.5,7.24,0.66
2056,3,10.2,8.14,0.55
2339,5,8.4,8.2,0.46
1136,4,13.2,7.33,0.73
1233,2,13.8,7.27,0.78
554,3,6.2,8.66,0.6
1950,1,5.3,8.44,0.81
1287,0,12.8,6.71,0.6
2086,1,2.8,7.97,0.6
1679,5,15.7,9.09,0.47
1351,6,13.5,9.14,0.67
753,6,13.6,9.3,0.55
1364,1,12.4,7.54,0.76
1310,3,7.1,7.69,0.73
1100,3,5.5,9.89,0.51
2063,0,10.0,5.77,0.85
2159,7,18.0,9.73,0.62
1478,3,7.6,7.24,0.87
3154,6,10.9,9.77,0.72
577,3,17.5,8.6,0.67
1840,4,10.2,10.78,0.71
1646,2,7.9,6.07,0.76
1414,0,14.2,8.22,0.93
1311,2,6.0,7.93,0.86
1795,1,4.3,6.85,0.47
1642,1,12.2,8.31,0.9
1525,4,21.5,6.09,0.49
890,2,18.6,5.94,0.61
667,2,10.3,4.79,0.39
1598,1,15.1,5.8,0.99
1662,6,10.7,9.07,0.46
1723,2,11.2,4.81,0.79
1434,4,14.0,9.58,0.7
1651,4,14.6,8.44,0.67
1202,2,9.5,8.25,0.57
2866,2,11.9,9.25,0.76
1240,3,9.3,7.54,0.54
1540,3,8.4,8.3,0.72
1293,0,8.8,6.28,0.66
1281,1,9.3,5.41,0.64
1817,2,8.5,7.68,0.9
1728,3,14.8,8.27,0.5
1478,3,19.2,6.64,0.66
1601,3,15.6,9.52,0.83
1296,1,11.1,7.15,0.81
2081,3,6.9,7.12,0.81
3238,2,9.3,9.53,0.59
1187,4,17.5,9.43,0.56
2075,5,12.7,8.8,0.58
1831,3,11.4,8.41,0.76
2268,1,11.2,5.59,0.77
2287,5,20.1,9.92,0.9
1943,6,12.4,8.15,0.53
1772,5,18.8,9.56,0.7
1495,2,13.1,7.73,0.73
1264,2,7.5,8.23,0.67
1732,3,0.0,6.29,0.81
900,3,4.1,7.0,0.76
1384,0,8.9,4.88,0.79
2574,3,14.1,8.81,0.77
1868,5,23.4,8.79,0.68
2424,0,10.6,6.6,0.51
2828,6,13.2,10.09,0.53
1676,4,1.9,6.38,0.7
1945,2,13.6,8.08,0.59
1588,2,6.9,5.79,0.62
1231,5,16.7,8.54,0.54
1132,3,4.8,5.73,0.57
2390,2,13.8,8.99,0.76
1946,2,19.2,9.01,0.66
3092,3,15.1,8.61,0.62
2480,1,7.9,7.95,0.61
1288,3,11.2,9.0,0.35
2388,3,19.0,9.81,0.54
1586,2,12.9,6.29,0.78
2651,5,17.4,10.59,0.84
1459,2,5.3,5.89,0.88
1063,1,1.6,6.83,0.79
1242,3,14.1,9.74,0.81
1278,0,1.6,6.22,1.0
1211,3,4.5,8.01,0.73
1399,4,5.1,8.69,0.53
2399,4,22.0,10.43,0.68
3057,3,7.9,8.41,0.99
868,2,7.2,7.17,0.58
2684,3,15.4,10.21,0.71
1465,0,5.9,7.63,0.67
2043,3,4.8,8.05,0.7
642,1,20.8,6.03,0.95
2166,0,12.6,8.14,0.87
500,2,13.6,5.99,0.78
2019,5,10.3,9.77,0.84
1980,1,11.5,8.91,0.65
1933,2,5.9,8.18,0.75
1285,0,5.3,6.52,0.82
2184,3,12.9,7.98,0.57
2073,4,8.8,9.86,0.53
1653,2,17.0,8.68,0.7
2270,2,13.5,11.47,0.78
1733,1,11.5,7.02,0.81
2170,2,3.8,7.09,0.7
1711,3,14.9,7.36,0.74
1951,2,7.9,7.81,0.57
2202,5,16.1,10.45,0.63
1521,4,10.4,7.78,0.86
936,3,7.0,5.24,0.56
1993,4,17.8,8.06,0.48
2632,7,12.1,9.88,0.54
2009,1,7.3,9.15,0.92
2022,3,1.4,8.07,0.9
1770,1,16.2,6.51,0.47
2317,2,10.3,6.99,0.56
1669,2,15.2,8.07,0.45
1482,3,11.2,8.8,0.79
2573,5,4.7,8.0,0.84
1428,2,16.4,7.31,0.63
2422,3,12.3,7.28,0.71
2574,7,12.3,10.36,0.68
2196,1,19.5,6.41,0.73
925,3,8.6,10.05,0.85
1819,3,7.4,6.57,0.84
1658,3,0.0,7.18,0.46
1452,0,9.3,8.79,0.93
1899,2,10.9,10.31,0.63
2338,2,9.8,10.41,0.79
1479,3,21.6,7.96,0.54
1680,2,7.6,9.22,0.64
1631,4,17.4,8.15,0.98
2614,4,6.2,8.4,0.53
1620,0,12.3,6.91,0.66
935,0,0.3,7.96,0.73
698,0,8.1,5.37,0.29
2053,3,12.7,7.02,0.75
1267,1,3.2,6.11,0.63
2268,2,9.4,7.29,0.42
868,2,6.5,9.25,0.38
1422,4,14.1,9.22,0.72
868,3,14.0,7.39,0.61
2104,4,14.9,11.48,0.92
2254,1,5.4,7.02,1.0
1039,3,8.3,9.3,0.39
1277,0,6.0,8.01,0.87
1964,3,22.9,8.87,0.55
618,3,10.4,8.63,0.55
1631,2,2.4,6.1,0.68
2861,5,22.2,11.26,0.43
758,2,3.2,5.34,0.7
1374,0,0.0,4.19,0.64
1358,5,9.0,8.78,0.46
3298,3,14.0,8.61,0.47
2965,1,12.1,9.05,0.8
2311,0,2.4,5.43,0.69
1559,2,16.3,7.25,0.72
2640,4,13.5,9.34,0.57
1006,3,10.0,7.13,0.55
2553,3,7.1,6.49,0.65
2449,4,13.6,10.95,0.36
1694,5,7.9,10.96,0.58
2597,3,12.5,10.46,0.81
1486,2,7.9,5.2,0.69
914,4,23.4,8.5,0.38
2484,6,10.7,9.73,0.49
1740,2,9.2,7.8,0.44
2221,2,10.1,7.08,0.52
3074,1,16.7,9.26,0.72
1294,3,9.6,8.14,0.43
1699,1,0.0,5.1,0.73
2898,3,14.8,7.54,0.52
2268,2,0.0,8.28,0.67
1310,6,22.5,9.59,0.72
1131,4,16.1,9.77,0.71
1430,1,3.0,8.25,0.69
1283,1,9.8,7.92,0.77
1966,3,14.6,9.54,0.62
1854,4,7.5,8.38,0.61
1995,6,22.7,9.45,0.77
1211,2,18.3,8.16,0.7
1750,4,9.2,5.43,0.47
500,0,9.9,7.21,0.52
1901,2,13.3,7.5,0.72
2622,6,5.2,11.25,0.41
802,2,5.5,6.78,0.58
2138,2,11.0,9.69,0.82
1372,4,9.2,6.78,0.66
2361,4,16.5,7.51,0.54
1911,4,8.6,9.03,0.68
2083,1,6.3,8.34,0.52
1845,4,14.4,9.94,1.0
2729,6,18.5,9.51,0.4
2043,2,1.4,7.82,0.58
1306,3,11.5,6.51,0.71
1869,4,18.4,9.86,0.77
1541,0,12.0,6.35,0.58
1913,4,14.2,9.74,0.65
1506,0,9.7,8.22,0.68
1326,3,8.6,6.79,0.44
1939,3,11.5,10.45,0.51
1839,1,10.0,8.13,0.64
2544,3,18.9,8.99,0.68
1509,2,13.4,7.64,0.6
500,1,11.6,7.43,0.67
1545,1,5.1,6.79,0.52
661,3,11.9,7.46,0.64
2090,2,7.3,6.33,0.47
628,3,9.8,6.63,0.8
1108,2,13.3,7.2,0.8
1546,3,14.5,4.7,0.6
2880,5,12.2,7.68,0.96
1048,2,9.3,6.3,0.67
1808,2,8.4,7.03,0.85
2205,3,11.1,6.89,0.86
2838,2,10.8,7.15,0.68
2344,2,8.9,8.75,0.52
2565,2,10.7,6.43,0.66
2405,6,21.9,8.61,0.47
953,1,6.4,5.11,0.8
2051,1,12.1,8.85,0.73
2394,3,16.1,8.32,0.56
1130,1,12.5,5.48,0.9
1394,3,7.4,5.53,0.82
1237,0,11.9,6.43,0.69
2340,5,16.2,7.92,0.51
1751,1,15.2,7.48,0.55
1575,4,16.4,7.07,0.53
902,1,8.7,5.21,0.6
1752,1,14.4,6.15,0.7
1402,2,4.1,6.73,0.43
1970,1,6.6,8.73,0.6
999,3,13.2,9.5,0.43
1924,2,1.9,7.26,0.75
1492,4,14.3,5.07,0.71
925,2,8.6,7.19,0.79
870,1,6.9,6.92,0.79
976,3,6.2,11.1,0.56
1655,1,9.9,8.53,0.62
1884,2,9.7,6.61,0.77
2015,3,17.2,9.8,0.73
1269,5,18.7,8.33,0.63
2540,4,11.9,7.5,0.71
1490,5,17.6,9.01,0.37
2115,3,5.4,8.27,0.62
1685,0,5.6,8.64,0.58
2062,3,0.0,9.62,0.8
2075,1,5.1,6.0,0.71
1794,2,9.7,8.5,1.0
2369,1,15.0,7.5,0.59
1226,1,5.2,4.98,0.77
561,1,15.1,7.97,0.75
1118,2,5.9,7.73,0.68
2548,5,15.1,9.43,0.53
1691,2,10.0,7.62,0.63
1864,2,14.6,9.09,0.83
1062,4,12.6,7.68,0.59
1845,2,5.2,5.71,0.37
1084,3,19.9,6.76,0.78
1186,4,22.3,10.02,0.82
1518,3,5.5,7.74,0.35
2111,1,12.9,7.97,0.8
2186,3,10.9,7.96,0.81
2205,3,8.0,6.62,0.62
688,3,5.1,6.64,0.4
1795,3,16.1,10.06,0.55
1662,5,18.1,9.21,0.65
727,3,15.0,7.36,0.6
1811,0,11.5,9.37,0.97
1624,0,0.8,5.37,0.55
2158,1,9.0,6.85,0.71
1856,3,8.9,6.38,0.5
1415,5,18.1,9.56,0.64
2448,4,8.9,7.1,0.55
500,2,20.6,9.71,0.87
1755,3,13.2,6.84,0.82
565,0,14.9,6.42,0.99
1161,4,6.2,7.9,0.56
2167,2,8.0,7.99,0.77
908,2,0.0,9.33,0.54
803,5,10.7,7.9,0.74
3467,5,19.4,8.82,0.49
848,2,12.0,6.51,0.65
2955,2,18.2,9.11,0.86
1679,1,15.1,7.29,0.73
1432,1,16.3,8.25,0.66
2196,2,7.3,10.47,0.69
2735,1,1.5,7.27,0.96
997,3,7.4,9.07,0.7
1442,3,3.0,8.17,0.32
2392,7,11.6,10.18,0.5
2001,0,0.0,7.56,0.9
2571,3,9.4,7.38,0.61
2160,3,15.5,9.01,0.76
1925,3,12.1,5.42,0.76
1955,1,14.0,9.33,0.49
2025,2,20.0,6.84,0.71
1700,3,16.5,8.19,1.0
2393,1,11.2,7.58,0.73
1965,2,6.3,5.62,0.9
2351,2,9.2,7.09,0.93
2461,2,16.4,7.11,0.63
2099,2,11.9,7.15,0.92
2151,3,8.9,8.85,0.75
1092,0,1.1,6.49,0.83
1414,3,11.3,8.41,0.62
2390,7,12.4,10.19,0.54
2796,1,14.8,10.12,0.83
500,2,4.0,6.44,0.44
1402,5,21.8,9.1,0.88
1816,1,5.0,6.21,0.59
1184,3,14.3,7.76,0.89
1224,2,7.2,5.7,0.93
2132,3,9.6,5.01,0.51
2906,1,0.0,8.56,0.91
500,0,11.4,5.88,0.87
1680,2,6.5,8.33,0.52
2124,3,14.5,8.31,0.86
2346,1,7.7,8.5,0.76
2023,2,8.9,8.14,0.77
3032,3,0.0,7.84,0.8
1820,3,23.1,10.7,0.57
2718,6,11.0,9.97,0.65
1347,1,16.6,9.11,0.7
1840,1,18.6,7.92,0.69
951,1,6.5,4.84,0.77
2430,2,6.4,8.97,0.66
1715,1,9.5,5.58,0.83
2050,3,11.6,7.67,0.62
1580,2,2.7,9.81,0.65
2210,5,8.3,10.99,0.52
2078,5,19.5,11.62,0.42
1103,5,11.9,9.13,0.82
1144,1,12.7,7.04,0.78
1780,2,11.7,6.86,1.0
2261,4,14.4,7.07,0.7
3104,3,9.1,9.86,0.48
2012,4,18.7,9.63,0.73
2505,3,10.4,8.34,0.66
671,1,6.7,5.96,0.84
3209,2,8.6,7.47,0.59
2223,2,5.9,6.79,0.52
1765,0,12.3,5.82,0.8
1684,2,2.5,11.05,0.54
1024,1,8.9,5.58,0.57
1225,1,11.7,4.75,0.73
3137,3,21.9,8.97,0.65
1107,0,17.1,6.5,0.76
1094,3,13.5,7.71,0.73
1308,4,12.2,9.03,0.59
961,0,3.4,8.47,0.6
1810,1,2.9,8.23,1.0
2562,3,7.3,11.78,0.52
1372,3,14.9,8.01,0.84
838,2,7.7,8.66,0.37
2004,2,16.9,6.76,0.72
1760,2,10.5,10.09,0.55
2501,4,10.1,10.99,0.54
1481,6,6.0,7.92,0.57
1617,5,8.5,9.07,0.75
1695,2,2.6,5.39,0.75
1862,1,4.4,5.6,0.61
1525,2,12.4,8.65,0.84
504,1,6.2,5.2,1.0
1404,2,16.4,7.59,0.85
2300,6,13.4,8.62,0.61
2395,3,16.4,8.02,0.7
1470,3,17.8,9.06,0.81
2709,5,9.3,9.78,0.52
1779,4,9.2,7.0,0.8
863,4,23.0,8.69,0.59
643,4,17.8,10.44,0.52
2652,3,9.6,9.91,0.57
1538,0,13.0,7.51,0.61
950,0,1.8,6.2,0.53
500,2,4.3,6.81,0.71
1522,4,7.2,8.54,0.5
2083,4,15.0,10.52,0.85
1311,3,17.7,8.4,0.44
1062,2,8.9,6.88,0.65
1415,1,16.3,8.18,0.93
2670,3,10.5,10.87,0.9
824,2,5.6,6.88,0.4
1350,1,12.4,6.12,0.88
2647,3,0.0,7.77,0.5
2145,4,19.7,10.26,0.59
1925,3,9.4,6.59,0.88
1346,2,13.2,8.17,0.68
1821,5,18.5,9.47,0.7
1423,2,2.1,5.61,0.52
1198,4,19.2,7.38,0.4
1043,0,7.2,5.64,0.7
2348,4,17.2,9.15,0.57
1757,2,16.7,9.42,0.59
2020,4,10.5,7.5,0.59
1906,2,14.2,6.83,0.93
2108,1,18.3,9.5,0.49
1621,2,6.2,6.56,0.34
1462,1,14.9,7.69,0.86
1229,1,14.7,8.76,0.79
810,2,15.6,9.12,0.94
1014,2,5.8,4.26,0.4
1544,3,13.4,8.94,0.65
832,2,15.6,8.03,0.76
2529,3,6.6,7.66,0.79
1956,5,16.3,7.67,0.37
1483,2,0.5,6.19,0.7
3390,1,13.1,8.47,0.69
646,3,19.2,7.68,0.79
2482,1,11.2,6.9,0.66
1721,4,4.6,7.89,0.8
2349,6,13.1,9.15,0.33
1876,3,11.0,8.93,0.81
500,2,13.3,5.77,0.54
1866,5,9.5,7.06,0.73
2034,2,2.4,7.54,0.53
500,3,11.5,5.76,0.7
3160,2,10.0,7.64,0.67
2017,4,9.7,7.67,0.58
2270,4,7.6,8.32,0.61
984,2,2.9,6.13,0.83
2283,1,6.3,6.12,0.54
2562,1,14.1,7.64,0.79
1977,3,23.6,7.0,0.63
1793,3,18.4,9.13,0.76
1174,2,13.7,8.82,0.58
1648,4,9.3,9.02,0.64
1441,1,10.7,6.53,1.0
2200,1,14.1,8.56,0.88
1205,2,11.7,8.67,0.83
2195,3,16.8,8.62,0.52
1212,4,16.1,9.87,0.45
1616,1,22.9,7.33,0.95
2231,2,16.4,8.31,0.56
1307,2,0.0,5.83,0.28
2255,2,4.0,9.13,0.74
2187,2,9.9,6.02,0.6
1610,6,23.7,8.67,0.55
2613,6,11.7,9.23,0.49
1854,4,11.0,11.08,0.38
2571,1,5.1,8.01,0.61
3055,7,15.6,8.97,0.6
1631,3,18.1,9.33,0.59
2251,3,0.1,7.68,0.54
1353,7,14.9,10.33,0.56
1077,3,5.4,7.78,0.66
1663,4,17.6,10.48,0.7
846,3,13.4,8.34,0.6
1143,2,7.2,7.24,0.79
2214,6,23.3,10.1,0.67
1440,5,13.9,8.46,0.72
2297,2,14.4,8.55,0.71
2009,5,21.0,10.34,0.51
3095,4,11.8,10.17,0.63
2167,4,10.9,8.97,0.56
2579,1,7.3,6.74,0.66
2081,4,12.5,9.37,0.63
2017,5,13.8,10.14,0.49
2615,4,22.3,10.4,0.59
2268,3,16.6,8.7,0.7
1947,2,5.7,6.47,0.93
1943,2,20.0,9.33,0.74
2176,1,12.9,7.38,0.72
1330,2,6.3,8.83,0.82
1300,3,12.0,9.69,0.76
2797,1,9.6,7.73,0.84
3105,3,13.3,8.28,0.88
1149,2,7.0,7.25,0.67
1331,3,14.6,5.64,0.72
2599,4,20.8,9.09,0.73
2173,0,12.9,7.81,0.89
2273,5,4.3,10.39,0.3
2427,4,9.6,7.89,0.52
1631,2,11.2,7.65,0.92
2030,0,8.3,6.73,0.93
1976,2,17.7,7.81,0.68
1199,4,20.1,9.66,0.6
2020,1,4.0,6.93,0.98
2666,5,10.9,9.47,0.82
1566,2,14.6,10.37,0.77
1906,2,19.1,8.39,0.54
1944,2,14.4,7.25,0.75
1600,3,13.8,6.41,0.63
2273,0,7.3,8.84,0.6
1323,2,17.7,6.32,0.64
2732,3,4.3,8.14,0.69
2238,1,1.2,7.65,0.94
1144,4,21.9,7.0,0.68
2988,3,11.1,8.49,0.79
1917,2,7.8,7.97,0.72
1293,5,20.6,10.19,0.68
2573,4,14.6,7.58,0.63
2146,5,13.6,8.75,0.64
559,3,9.7,6.78,0.53
1432,1,11.8,4.54,0.7
1995,3,15.1,9.96,0.49
500,1,8.8,6.17,0.85
1859,1,11.1,7.53,0.86
1910,0,7.0,4.28,0.81
971,1,1.8,4.53,0.63
1989,2,2.8,7.82,0.67
1805,2,13.3,6.34,1.0
966,2,9.2,7.34,0.89
2443,2,13.9,8.75,0.68
2386,3,5.3,8.64,0.56
1597,3,17.7,8.23,0.68
1660,4,11.8,7.82,0.65
2308,5,15.0,9.89,0.37
1659,1,15.3,7.69,0.63
500,2,8.4,8.07,0.67
2140,3,15.0,7.39,0.65
1230,1,11.6,8.92,0.89
1527,3,12.2,9.58,0.48
2820,6,19.9,9.58,0.5
1706,2,8.8,8.08,0.77
1801,3,16.3,8.02,0.79
2153,4,17.8,9.02,0.45
1156,1,9.9,7.75,0.81
1757,0,3.6,6.11,0.74
1825,7,24.2,10.21,0.6
1990,3,13.5,7.48,0.73
2002,1,8.4,7.7,0.48
3611,4,17.9,9.46,0.62
976,2,13.1,6.73,0.57
2486,4,13.8,7.86,0.71
2628,5,13.1,10.06,0.49
2144,5,16.4,9.62,0.81
1344,0,10.3,6.68,0.56
2965,4,4.2,8.63,0.62
500,2,9.8,8.13,0.68
1321,4,18.8,10.57,0.67
2620,4,11.0,8.75,0.38
1540,6,21.7,10.34,0.74
2917,3,12.1,8.18,0.7
741,3,16.7,7.58,0.25
1021,1,10.8,6.98,0.78
1427,2,12.7,6.44,0.81
2092,2,6.8,7.32,0.63
1644,5,9.3,8.6,0.45
1456,2,5.0,8.31,0.83
2794,1,5.2,8.82,0.73
2859,3,10.4,8.91,0.41
1509,3,10.0,8.39,0.48
603,1,8.8,6.59,0.77
500,5,22.0,8.69,0.5
1967,3,14.7,8.46,0.74
2259,3,7.0,6.12,0.78
1844,7,13.6,9.52,0.72
1750,3,7.8,9.23,0.46
1236,2,10.4,6.49,0.7
2258,2,6.6,6.0,0.66
2974,0,0.0,8.53,0.68
500,4,17.9,10.76,0.95
1745,4,11.3,8.35,0.54
1120,1,1.1,7.44,0.65
756,0,5.0,6.62,0.67
1009,3,2.1,6.54,0.52
2065,3,6.0,7.77,0.75
2083,2,3.4,7.32,0.94
2822,1,8.3,7.1,0.71
1806,5,25.4,8.28,0.31
569,5,3.5,5.41,0.61
1633,2,2.0,7.53,0.59
829,1,3.8,6.28,0.38
955,4,17.9,8.02,0.55
2206,2,16.5,6.83,1.0
1935,2,13.1,7.39,0.89
2211,5,4.7,8.23,0.53
1549,0,7.8,7.01,0.8
2353,2,4.8,9.26,0.78
1510,2,3.5,8.57,0.71
2581,2,10.4,10.53,0.5
2041,1,7.5,7.24,0.74
1655,2,8.9,8.08,0.69
1948,1,11.2,9.05,0.43
1787,2,13.5,5.58,0.71
2917,4,15.2,8.32,0.76
1971,0,5.9,7.62,0.88
1798,3,6.1,7.22,0.75
1633,3,5.1,5.99,0.6
2390,2,11.0,7.29,0.33
2295,7,15.3,11.11,0.38
1608,3,10.3,9.66,0.59
991,1,1.7,5.88,0.85
1168,0,10.0,5.49,0.69
1671,1,6.6,6.44,0.64
2744,3,15.2,10.31,0.75
1624,2,10.3,9.79,0.61
1384,2,12.4,5.62,0.65
567,1,0.0,8.98,0.48
2859,3,17.7,7.37,0.53
2198,4,14.3,9.48,0.62
2357,4,6.9,11.06,0.83
2473,1,10.3,6.92,0.68
1684,3,5.6,8.27,0.63
1859,3,13.5,6.99,0.6
2842,2,9.0,10.16,0.71
1925,3,6.0,5.48,0.64
2211,1,10.5,4.91,0.62
2409,4,5.6,8.52,0.81
2250,3,16.1,8.4,0.66
1710,6,20.3,10.62,0.61
1776,1,9.9,7.68,0.72
2344,4,12.1,8.57,0.81
2343,1,6.2,7.41,0.6
2617,2,8.4,4.71,0.78
2185,4,10.3,8.13,0.73
2217,0,7.6,6.06,0.95
1487,0,9.5,6.5,0.84
1393,2,4.5,6.63,0.65
2346,4,12.7,10.47,0.9
1398,3,10.4,8.19,0.78
1785,0,4.4,6.91,0.99
2765,0,12.3,8.86,0.89
2654,0,12.5,6.62,0.7
2011,3,13.0,8.89,0.73
1592,1,11.5,7.33,0.64
1713,1,14.4,8.01,0.65
2407,3,5.2,10.29,0.47
1774,5,7.5,7.9,0.41
1409,2,8.6,7.69,0.82
2651,6,17.1,10.93,0.79
1927,1,7.0,5.76,0.73
1395,1,12.7,6.42,0.89
2135,3,14.7,7.9,0.56
2479,5,18.6,9.01,0.51
1094,1,5.8,6.4,0.93
1659,5,13.2,8.51,0.57
1627,1,4.1,5.75,0.92
2116,2,8.7,10.65,0.97
2242,3,5.8,8.25,0.73
1413,2,8.1,7.7,0.62
755,2,12.5,6.22,0.72
2522,4,17.4,7.85,0.59
1016,1,8.7,7.34,0.91
1989,3,1.7,6.3,0.82
1707,2,11.0,7.57,0.81
1913,5,15.5,8.56,0.69
2955,1,9.4,8.47,0.62
656,1,8.9,7.68,0.78
2488,7,14.9,10.98,0.56
1690,0,11.1,8.74,0.88
2533,3,13.0,8.7,0.64
2470,5,15.3,9.81,0.69
2786,3,16.8,8.2,0.51
1999,2,13.5,5.63,0.57
1177,0,14.3,4.28,0.6
2449,3,12.3,9.57,0.77
1882,4,22.9,9.74,1.0
1636,4,16.5,8.83,0.76
1466,2,8.1,6.55,0.76
2504,2,1.8,7.11,0.91
2922,6,15.8,7.32,0.37
963,2,17.5,7.33,0.67
2235,5,16.0,11.64,0.68
1539,5,18.0,8.61,0.77
772,1,0.8,6.07,0.61
1903,1,12.8,6.29,0.67
1216,2,18.8,8.54,0.71
695,3,12.2,6.89,0.96
1252,3,14.4,9.27,0.71
1080,2,18.8,10.33,0.73
1347,5,17.7,8.5,0.42
1523,5,8.7,10.27,0.53
1300,1,3.0,6.41,0.74
2062,1,14.0,7.88,0.71
2215,4,24.4,9.52,0.76
1982,2,16.7,9.39,0.67
1635,2,9.0,6.23,0.71
1616,2,20.8,7.57,0.75
1214,0,2.9,5.2,0.81
1230,3,14.2,7.88,0.54
2292,3,8.5,10.65,0.69
568,4,1.3,6.46,0.73
1573,0,12.1,7.62,0.69
2219,2,4.4,8.0,0.28
802,0,11.2,6.63,0.33
